0.8531,0.8554,0.8560
0.9304,0.9293,0.9323
0.9551,0.9563,0.9587
0.8108,0.8153,0.8187
0.7853,0.7696,0.7838
0.8440,0.8445,0.8427
0.9997,1.0000,1.0000
0.9817,0.9925,0.9929

















